,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,AAPL,ABT,AAPL,ABT,AAPL,ABT,AAPL,ABT,AAPL,ABT,AAPL,ABT
Date,,,,,,,,,,,,
2021-10-01 00:00:00-04:00,141.62014770507812,114.8322525024414,142.64999389648438,117.20999908447266,142.9199981689453,118.43000030517578,139.11000061035156,115.0999984741211,141.89999389648438,118.19999694824219,94639600,8173200
2021-10-04 00:00:00-04:00,138.13552856445312,113.18634033203125,139.13999938964844,115.52999877929688,142.2100067138672,117.56999969482422,138.27000427246094,114.86000061035156,141.75999450683594,116.61000061035156,98322000,5903500
2021-10-05 00:00:00-04:00,140.09129333496094,113.52924346923828,141.11000061035156,115.87999725341797,142.24000549316406,116.94999694824219,139.36000061035156,115.52999877929688,139.49000549316406,116.11000061035156,80861100,4238400
2021-10-06 00:00:00-04:00,140.97486877441406,114.12686920166016,142.0,116.48999786376953,142.14999389648438,116.56999969482422,138.3699951171875,114.4000015258789,139.47000122070312,115.75,83221100,5498900
2021-10-07 00:00:00-04:00,142.25555419921875,115.51807403564453,143.2899932861328,117.91000366210938,144.22000122070312,118.70999908447266,142.72000122070312,117.44999694824219,143.05999755859375,117.55000305175781,61732700,4505800
2021-10-08 00:00:00-04:00,141.8683624267578,115.98831939697266,142.89999389648438,118.38999938964844,144.17999267578125,119.33000183105469,142.55999755859375,117.81999969482422,144.02999877929688,118.08999633789062,58773200,7193200
2021-10-11 00:00:00-04:00,141.77902221679688,114.50896453857422,142.80999755859375,116.87999725341797,144.80999755859375,118.94000244140625,141.80999755859375,116.8499984741211,142.27000427246094,118.1500015258789,64452200,3873200
2021-10-12 00:00:00-04:00,140.4884033203125,114.9400405883789,141.50999450683594,117.31999969482422,143.25,118.30999755859375,141.0399932861328,116.41000366210938,143.22999572753906,117.9000015258789,73035900,4599200
2021-10-13 00:00:00-04:00,139.8927459716797,114.62652587890625,140.91000366210938,117.0,141.39999389648438,118.2300033569336,139.1999969482422,116.44000244140625,141.24000549316406,117.5,78762700,3935100
2021-10-14 00:00:00-04:00,142.72215270996094,115.62969207763672,143.75999450683594,117.56999969482422,143.8800048828125,117.68000030517578,141.50999450683594,116.63999938964844,142.11000061035156,116.66000366210938,69907100,4977400
2021-10-15 00:00:00-04:00,143.7943572998047,115.55101013183594,144.83999633789062,117.48999786376953,144.89999389648438,118.33000183105469,143.50999450683594,117.12999725341797,143.77000427246094,118.08000183105469,67940300,6012400
2021-10-18 00:00:00-04:00,145.4920196533203,114.89207458496094,146.5500030517578,116.81999969482422,146.83999633789062,117.48999786376953,143.16000366210938,116.30000305175781,143.4499969482422,117.29000091552734,85589200,5275800
2021-10-19 00:00:00-04:00,147.68606567382812,117.3704833984375,148.75999450683594,119.33999633789062,149.1699981689453,120.18000030517578,146.5500030517578,117.05999755859375,147.00999450683594,117.05999755859375,76378900,5880000
2021-10-20 00:00:00-04:00,148.18246459960938,121.27495574951172,149.25999450683594,123.30999755859375,149.75,124.80000305175781,148.1199951171875,122.19000244140625,148.6999969482422,123.52999877929688,58418800,8401900
2021-10-21 00:00:00-04:00,148.40086364746094,122.98625183105469,149.47999572753906,125.05000305175781,149.63999938964844,125.5999984741211,147.8699951171875,123.08999633789062,148.80999755859375,123.51000213623047,61421000,4984000
2021-10-22 00:00:00-04:00,147.6165771484375,124.6286849975586,148.69000244140625,126.72000122070312,150.17999267578125,126.83999633789062,148.63999938964844,124.87999725341797,149.69000244140625,125.51000213623047,58883400,5742300
2021-10-25 00:00:00-04:00,147.5669403076172,124.49099731445312,148.63999938964844,126.58000183105469,149.3699951171875,126.8499984741211,147.6199951171875,125.4000015258789,148.67999267578125,126.48999786376953,50720600,4426900
2021-10-26 00:00:00-04:00,148.24203491210938,126.01541900634766,149.32000732421875,128.1300048828125,150.83999633789062,128.77999877929688,149.00999450683594,126.79000091552734,149.3300018310547,127.0,60893400,3994000
2021-10-27 00:00:00-04:00,147.77542114257812,125.60234832763672,148.85000610351562,127.70999908447266,149.72999572753906,129.39999389648438,148.49000549316406,127.37000274658203,149.36000061035156,129.0,56094900,4128600
2021-10-28 00:00:00-04:00,151.46856689453125,125.60234832763672,152.57000732421875,127.70999908447266,153.1699981689453,128.94000244140625,149.72000122070312,127.04000091552734,149.82000732421875,128.02999877929688,100077900,3645300
2021-10-29 00:00:00-04:00,148.7185516357422,126.76287078857422,149.8000030517578,128.88999938964844,149.94000244140625,129.00999450683594,146.41000366210938,126.83000183105469,147.22000122070312,127.26000213623047,124953200,4692200
2021-11-01 00:00:00-04:00,147.88462829589844,126.81205749511719,148.9600067138672,128.94000244140625,149.6999969482422,129.52999877929688,147.8000030517578,128.2899932861328,148.99000549316406,128.63999938964844,74588300,3494700
2021-11-02 00:00:00-04:00,148.93698120117188,125.60234832763672,150.02000427246094,127.70999908447266,151.57000732421875,129.52999877929688,148.64999389648438,127.29000091552734,148.66000366210938,129.3300018310547,69122000,8069600
2021-11-03 00:00:00-04:00,150.3963623046875,126.57601928710938,151.49000549316406,128.6999969482422,151.97000122070312,128.74000549316406,149.82000732421875,126.97000122070312,150.38999938964844,127.37999725341797,54511500,5110600
2021-11-04 00:00:00-04:00,149.87017822265625,126.9595718383789,150.9600067138672,129.08999633789062,152.42999267578125,129.49000549316406,150.63999938964844,128.19000244140625,151.5800018310547,128.9499969482422,60394600,4675900
2021-11-05 00:00:00-04:00,150.40707397460938,122.31746673583984,151.27999877929688,124.37000274658203,152.1999969482422,127.31999969482422,150.05999755859375,123.93000030517578,151.88999938964844,127.08000183105469,65463900,7989800
2021-11-08 00:00:00-05:00,149.5718994140625,124.70736694335938,150.44000244140625,126.80000305175781,151.57000732421875,127.2300033569336,150.16000366210938,123.80999755859375,151.41000366210938,124.0,55020900,4930000
2021-11-09 00:00:00-05:00,149.93978881835938,124.34346771240234,150.80999755859375,126.43000030517578,151.42999267578125,127.5,150.05999755859375,126.25,150.1999969482422,126.69999694824219,56787900,5130300
2021-11-10 00:00:00-05:00,147.06646728515625,125.71053314208984,147.9199981689453,127.81999969482422,150.1300048828125,128.11000061035156,147.85000610351562,126.05000305175781,150.02000427246094,126.19000244140625,65187100,5358900
2021-11-11 00:00:00-05:00,147.01673889160156,125.14994049072266,147.8699951171875,127.25,149.42999267578125,128.9600067138672,147.67999267578125,127.23999786376953,148.9600067138672,127.97000122070312,41000000,5054800
2021-11-12 00:00:00-05:00,149.12452697753906,126.33013916015625,149.99000549316406,128.4499969482422,150.39999389648438,128.85000610351562,147.47999572753906,127.12000274658203,148.42999267578125,127.94000244140625,63804000,6462200
2021-11-15 00:00:00-05:00,149.13446044921875,127.3038101196289,150.0,129.44000244140625,151.8800048828125,130.1999969482422,149.42999267578125,128.25999450683594,150.3699951171875,128.77000427246094,59222800,4565800
2021-11-16 00:00:00-05:00,150.12869262695312,128.7298583984375,151.0,130.88999938964844,151.49000549316406,131.60000610351562,149.33999633789062,129.63999938964844,149.94000244140625,129.63999938964844,59256200,4141300
2021-11-17 00:00:00-05:00,152.6043243408203,126.49732208251953,153.49000549316406,128.6199951171875,155.0,130.6999969482422,150.99000549316406,128.5399932861328,151.0,130.61000061035156,88807000,4759900
2021-11-18 00:00:00-05:00,156.95904541015625,125.53350830078125,157.8699951171875,127.63999938964844,158.6699981689453,129.42999267578125,153.0500030517578,127.47000122070312,153.7100067138672,129.30999755859375,137827700,4466100
2021-11-19 00:00:00-05:00,159.62356567382812,124.74669647216797,160.5500030517578,126.83999633789062,161.02000427246094,128.52999877929688,156.52999877929688,126.45999908447266,157.64999389648438,128.41000366210938,117305600,6867700
2021-11-22 00:00:00-05:00,160.09088134765625,123.19278717041016,161.02000427246094,125.26000213623047,165.6999969482422,126.80000305175781,161.0,124.68000030517578,161.67999267578125,126.77999877929688,117467900,4205400
2021-11-23 00:00:00-05:00,160.47862243652344,122.4256591796875,161.41000366210938,124.4800033569336,161.8000030517578,124.88999938964844,159.05999755859375,123.22000122070312,161.1199951171875,124.51000213623047,96041900,4873700
2021-11-24 00:00:00-05:00,161.00555419921875,123.00592041015625,161.94000244140625,125.06999969482422,162.13999938964844,125.27999877929688,159.63999938964844,124.0,160.75,124.06999969482422,69463600,3729500
2021-11-26 00:00:00-05:00,155.90516662597656,123.80254364013672,156.80999755859375,125.87999725341797,160.4499969482422,129.75,156.36000061035156,125.44000244140625,159.57000732421875,127.80999755859375,76959800,4671400
2021-11-29 00:00:00-05:00,159.3153839111328,125.91706848144531,160.24000549316406,128.02999877929688,161.19000244140625,128.94000244140625,158.7899932861328,125.36000061035156,159.3699951171875,126.3499984741211,88748200,5648200
2021-11-30 00:00:00-05:00,164.34617614746094,123.6943588256836,165.3000030517578,125.7699966430664,165.52000427246094,128.7899932861328,159.9199981689453,125.33999633789062,159.99000549316406,128.1999969482422,174048100,7269900
2021-12-01 00:00:00-05:00,163.81922912597656,124.64836120605469,164.77000427246094,126.73999786376953,170.3000030517578,128.47999572753906,164.52999877929688,125.12000274658203,167.47999572753906,126.4800033569336,152052500,4816700
2021-12-02 00:00:00-05:00,162.8150634765625,126.26129913330078,163.75999450683594,128.3800048828125,164.1999969482422,129.85000610351562,157.8000030517578,126.29000091552734,158.74000549316406,126.29000091552734,136739200,5090800
2021-12-03 00:00:00-05:00,160.9061279296875,128.12010192871094,161.83999633789062,130.27000427246094,164.9600067138672,130.4600067138672,159.72000122070312,128.02999877929688,164.02000427246094,128.8800048828125,118023100,5254500
2021-12-06 00:00:00-05:00,164.36605834960938,130.28378295898438,165.32000732421875,132.47000122070312,167.8800048828125,133.27999877929688,164.27999877929688,130.61000061035156,164.2899932861328,130.75999450683594,107497000,6601600
2021-12-07 00:00:00-05:00,170.19223022460938,130.234619140625,171.17999267578125,132.4199981689453,171.5800018310547,134.0800018310547,168.33999633789062,131.8000030517578,169.0800018310547,134.0,120405400,5143600
2021-12-08 00:00:00-05:00,174.06973266601562,130.1854248046875,175.0800018310547,132.3699951171875,175.9600067138672,133.4499969482422,170.6999969482422,131.1199951171875,172.1300048828125,132.8000030517578,116998900,5389400
2021-12-09 00:00:00-05:00,173.552734375,130.34280395507812,174.55999755859375,132.52999877929688,176.75,133.11000061035156,173.9199981689453,131.47999572753906,174.91000366210938,132.5,108923700,2663300
2021-12-10 00:00:00-05:00,178.41452026367188,132.1524200439453,179.4499969482422,134.3699951171875,179.6300048828125,134.5,174.69000244140625,132.8699951171875,175.2100067138672,133.4199981689453,115402700,4371800
2021-12-13 00:00:00-05:00,174.7259521484375,133.71620178222656,175.74000549316406,135.9600067138672,182.1300048828125,137.0,175.52999877929688,134.5,181.1199951171875,134.5,153237000,5094800
2021-12-14 00:00:00-05:00,173.32406616210938,130.74603271484375,174.3300018310547,132.94000244140625,177.74000549316406,136.0,172.2100067138672,132.0,175.25,135.92999267578125,139380400,8193300
2021-12-15 00:00:00-05:00,178.26539611816406,133.32278442382812,179.3000030517578,135.55999755859375,179.5,135.6699981689453,172.30999755859375,132.89999389648438,175.11000061035156,133.5399932861328,131063300,6422300
2021-12-16 00:00:00-05:00,171.2659912109375,133.8440399169922,172.25999450683594,136.08999633789062,181.13999938964844,136.61000061035156,170.75,134.60000610351562,179.27999877929688,135.44000244140625,150185800,6984100
2021-12-17 00:00:00-05:00,170.1524658203125,134.84719848632812,171.13999938964844,137.11000061035156,173.47000122070312,139.27000427246094,169.69000244140625,136.88999938964844,169.92999267578125,137.5399932861328,195432700,12146000
2021-12-20 00:00:00-05:00,168.77049255371094,132.75238037109375,169.75,134.97999572753906,170.5800018310547,137.80999755859375,167.4600067138672,134.22000122070312,168.27999877929688,136.1999969482422,107499100,6501200
2021-12-21 00:00:00-05:00,171.99179077148438,133.03758239746094,172.99000549316406,135.27000427246094,173.1999969482422,137.17999267578125,169.1199951171875,133.39999389648438,171.55999755859375,136.02000427246094,91185900,7153800
2021-12-22 00:00:00-05:00,174.62649536132812,136.69619750976562,175.63999938964844,138.99000549316406,175.86000061035156,139.02000427246094,172.14999389648438,135.7899932861328,173.0399932861328,135.8800048828125,92135300,6768900
2021-12-23 00:00:00-05:00,175.2628173828125,136.86337280273438,176.27999877929688,139.16000366210938,176.85000610351562,140.22999572753906,175.27000427246094,138.72000122070312,175.85000610351562,139.64999389648438,68356600,3491800
2021-12-27 00:00:00-05:00,179.28945922851562,139.12542724609375,180.3300018310547,141.4600067138672,180.4199981689453,142.60000610351562,177.07000732421875,139.42999267578125,177.08999633789062,139.82000732421875,74919600,3801700
2021-12-28 00:00:00-05:00,178.2554473876953,138.15176391601562,179.2899932861328,140.47000122070312,181.3300018310547,141.7100067138672,178.52999877929688,140.1300048828125,180.16000366210938,141.5800018310547,79144300,3296000
2021-12-29 00:00:00-05:00,178.3449249267578,138.85987854003906,179.3800048828125,141.19000244140625,180.6300048828125,141.66000366210938,178.13999938964844,139.3300018310547,179.3300018310547,140.47000122070312,62348900,2848900
2021-12-30 00:00:00-05:00,177.17172241210938,138.6730194091797,178.1999969482422,141.0,180.57000732421875,141.75,178.08999633789062,140.58999633789062,179.47000122070312,141.41000366210938,59773000,2809100
2021-12-31 00:00:00-05:00,176.54537963867188,138.41729736328125,177.57000732421875,140.74000549316406,179.22999572753906,141.77000427246094,177.25999450683594,140.72000122070312,178.08999633789062,141.0,64062300,3271800
2022-01-03 00:00:00-05:00,180.95973205566406,136.745361328125,182.00999450683594,139.0399932861328,182.8800048828125,139.8300018310547,177.7100067138672,137.2100067138672,177.8300018310547,139.42999267578125,104487900,6688100
2022-01-04 00:00:00-05:00,178.66307067871094,133.5293426513672,179.6999969482422,135.77000427246094,182.94000244140625,139.64999389648438,179.1199951171875,134.75999450683594,182.6300048828125,139.5,99310400,8241200
2022-01-05 00:00:00-05:00,173.91065979003906,132.92938232421875,174.9199981689453,135.16000366210938,180.1699981689453,137.02999877929688,174.63999938964844,135.07000732421875,179.61000061035156,135.14999389648438,94537600,5948200
2022-01-06 00:00:00-05:00,171.00750732421875,132.9097137451172,172.0,135.13999938964844,175.3000030517578,136.2100067138672,171.63999938964844,133.8800048828125,172.6999969482422,135.0,96904000,5710200
2022-01-07 00:00:00-05:00,171.17654418945312,133.32278442382812,172.1699981689453,135.55999755859375,174.13999938964844,136.17999267578125,171.02999877929688,134.3800048828125,172.88999938964844,134.8800048828125,86709100,4367500
2022-01-10 00:00:00-05:00,171.1964111328125,133.02774047851562,172.19000244140625,135.25999450683594,172.5,135.5,168.1699981689453,133.9199981689453,169.0800018310547,134.7899932861328,106765600,5975600
2022-01-11 00:00:00-05:00,174.06973266601562,133.46047973632812,175.0800018310547,135.6999969482422,175.17999267578125,135.97000122070312,170.82000732421875,134.0399932861328,172.32000732421875,135.22999572753906,76138300,5709400
2022-01-12 00:00:00-05:00,174.5171356201172,131.51318359375,175.52999877929688,133.72000122070312,177.17999267578125,135.6999969482422,174.82000732421875,132.52999877929688,176.1199951171875,134.88999938964844,74805200,8416000
2022-01-13 00:00:00-05:00,171.1964111328125,127.96007537841797,172.19000244140625,129.64999389648438,176.6199951171875,132.8300018310547,171.7899932861328,129.42999267578125,175.77999877929688,132.38999938964844,84505800,7174500
2022-01-14 00:00:00-05:00,172.07135009765625,126.48951721191406,173.07000732421875,128.16000366210938,173.77999877929688,130.58999633789062,171.08999633789062,127.0199966430664,171.33999633789062,130.49000549316406,80440800,9256900
2022-01-18 00:00:00-05:00,168.82022094726562,124.92022705078125,169.8000030517578,126.56999969482422,172.5399932861328,127.93000030517578,169.41000366210938,125.55000305175781,171.50999450683594,127.4000015258789,90956700,5850100
2022-01-19 00:00:00-05:00,165.27081298828125,124.40701293945312,166.22999572753906,126.05000305175781,171.0800018310547,127.58000183105469,165.94000244140625,125.83000183105469,170.0,126.75,94815000,3996400
2022-01-20 00:00:00-05:00,163.56072998046875,123.08448028564453,164.50999450683594,124.70999908447266,169.67999267578125,127.91000366210938,164.17999267578125,124.61000061035156,166.97999572753906,126.23999786376953,91420500,8652600
2022-01-21 00:00:00-05:00,161.4728546142578,124.18988800048828,162.41000366210938,125.83000183105469,166.3300018310547,127.08999633789062,162.3000030517578,124.86000061035156,164.4199981689453,126.80999755859375,122848900,10132700
2022-01-24 00:00:00-05:00,160.68739318847656,122.20608520507812,161.6199951171875,123.81999969482422,162.3000030517578,124.5,154.6999969482422,120.68000030517578,160.02000427246094,124.01000213623047,162294600,10864500
2022-01-25 00:00:00-05:00,158.85801696777344,121.66324615478516,159.77999877929688,123.2699966430664,162.75999450683594,124.62000274658203,157.02000427246094,121.58999633789062,158.97999572753906,123.08000183105469,115798400,9126600
2022-01-26 00:00:00-05:00,158.76852416992188,118.50495910644531,159.69000244140625,120.06999969482422,164.38999938964844,121.68000030517578,157.82000732421875,119.0,163.5,119.19000244140625,108275300,14753100
2022-01-27 00:00:00-05:00,158.30123901367188,118.8701400756836,159.22000122070312,120.44000244140625,163.83999633789062,123.16999816894531,158.27999877929688,119.73999786376953,162.4499969482422,120.9800033569336,121954600,9179500
2022-01-28 00:00:00-05:00,169.34715270996094,123.71613311767578,170.3300018310547,125.3499984741211,170.35000610351562,125.52999877929688,162.8000030517578,119.61000061035156,165.7100067138672,120.7699966430664,179935700,8286500
2022-01-31 00:00:00-05:00,173.77146911621094,125.79862976074219,174.77999877929688,127.45999908447266,175.0,127.95999908447266,169.50999450683594,125.12999725341797,170.16000366210938,125.5199966430664,115541600,7210000
2022-02-01 00:00:00-05:00,173.6024627685547,125.5420150756836,174.61000061035156,127.19999694824219,174.83999633789062,127.66000366210938,172.30999755859375,126.23999786376953,174.00999450683594,127.37000274658203,86213900,5602000
2022-02-02 00:00:00-05:00,174.82533264160156,128.34500122070312,175.83999633789062,130.0399932861328,175.8800048828125,130.74000549316406,173.3300018310547,127.86000061035156,174.75,128.25,84914300,7450500
2022-02-03 00:00:00-05:00,171.90231323242188,128.41409301757812,172.89999389648438,130.11000061035156,176.24000549316406,130.94000244140625,172.1199951171875,128.25999450683594,174.47999572753906,128.6300048828125,89418100,5613300
